pathway,name,entrez,hgnc
hsa04020,Calcium signaling pathway - Homo sapiens (human),5568,PRKACG
hsa04020,Calcium signaling pathway - Homo sapiens (human),5350,PLN
hsa04020,Calcium signaling pathway - Homo sapiens (human),487,ATP2A1
hsa04020,Calcium signaling pathway - Homo sapiens (human),489,ATP2A3
hsa04020,Calcium signaling pathway - Homo sapiens (human),488,ATP2A2
hsa04020,Calcium signaling pathway - Homo sapiens (human),6786,STIM1
hsa04020,Calcium signaling pathway - Homo sapiens (human),57620,STIM2
hsa04020,Calcium signaling pathway - Homo sapiens (human),84876,ORAI1
hsa04020,Calcium signaling pathway - Homo sapiens (human),80228,ORAI2
hsa04020,Calcium signaling pathway - Homo sapiens (human),93129,ORAI3
hsa04020,Calcium signaling pathway - Homo sapiens (human),775,CACNA1C
hsa04020,Calcium signaling pathway - Homo sapiens (human),776,CACNA1D
hsa04020,Calcium signaling pathway - Homo sapiens (human),778,CACNA1F
hsa04020,Calcium signaling pathway - Homo sapiens (human),779,CACNA1S
hsa04020,Calcium signaling pathway - Homo sapiens (human),773,CACNA1A
hsa04020,Calcium signaling pathway - Homo sapiens (human),774,CACNA1B
hsa04020,Calcium signaling pathway - Homo sapiens (human),777,CACNA1E
hsa04020,Calcium signaling pathway - Homo sapiens (human),8913,CACNA1G
hsa04020,Calcium signaling pathway - Homo sapiens (human),8912,CACNA1H
hsa04020,Calcium signaling pathway - Homo sapiens (human),8911,CACNA1I
hsa04020,Calcium signaling pathway - Homo sapiens (human),1139,CHRNA7
hsa04020,Calcium signaling pathway - Homo sapiens (human),5023,P2RX1
hsa04020,Calcium signaling pathway - Homo sapiens (human),22953,P2RX2
hsa04020,Calcium signaling pathway - Homo sapiens (human),5024,P2RX3
hsa04020,Calcium signaling pathway - Homo sapiens (human),5025,P2RX4
hsa04020,Calcium signaling pathway - Homo sapiens (human),5026,P2RX5
hsa04020,Calcium signaling pathway - Homo sapiens (human),5027,P2RX7
hsa04020,Calcium signaling pathway - Homo sapiens (human),9127,P2RX6
hsa04020,Calcium signaling pathway - Homo sapiens (human),2902,GRIN1
hsa04020,Calcium signaling pathway - Homo sapiens (human),2903,GRIN2A
hsa04020,Calcium signaling pathway - Homo sapiens (human),2905,GRIN2C
hsa04020,Calcium signaling pathway - Homo sapiens (human),2906,GRIN2D
hsa04020,Calcium signaling pathway - Homo sapiens (human),6261,RYR1
hsa04020,Calcium signaling pathway - Homo sapiens (human),6262,RYR2
hsa04020,Calcium signaling pathway - Homo sapiens (human),6263,RYR3
hsa04020,Calcium signaling pathway - Homo sapiens (human),10800,CYSLTR1
hsa04020,Calcium signaling pathway - Homo sapiens (human),57105,CYSLTR2
hsa04020,Calcium signaling pathway - Homo sapiens (human),1129,CHRM2
hsa04020,Calcium signaling pathway - Homo sapiens (human),148,ADRA1A
hsa04020,Calcium signaling pathway - Homo sapiens (human),147,ADRA1B
hsa04020,Calcium signaling pathway - Homo sapiens (human),146,ADRA1D
hsa04020,Calcium signaling pathway - Homo sapiens (human),185,AGTR1
hsa04020,Calcium signaling pathway - Homo sapiens (human),1909,EDNRA
hsa04020,Calcium signaling pathway - Homo sapiens (human),1910,EDNRB
hsa04020,Calcium signaling pathway - Homo sapiens (human),2149,F2R
hsa04020,Calcium signaling pathway - Homo sapiens (human),2911,GRM1
hsa04020,Calcium signaling pathway - Homo sapiens (human),2915,GRM5
hsa04020,Calcium signaling pathway - Homo sapiens (human),2925,GRPR
hsa04020,Calcium signaling pathway - Homo sapiens (human),3269,HRH1
hsa04020,Calcium signaling pathway - Homo sapiens (human),3356,HTR2A
hsa04020,Calcium signaling pathway - Homo sapiens (human),3357,HTR2B
hsa04020,Calcium signaling pathway - Homo sapiens (human),3358,HTR2C
hsa04020,Calcium signaling pathway - Homo sapiens (human),3973,LHCGR
hsa04020,Calcium signaling pathway - Homo sapiens (human),4923,NTSR1
hsa04020,Calcium signaling pathway - Homo sapiens (human),5021,OXTR
hsa04020,Calcium signaling pathway - Homo sapiens (human),552,AVPR1A
hsa04020,Calcium signaling pathway - Homo sapiens (human),553,AVPR1B
hsa04020,Calcium signaling pathway - Homo sapiens (human),56413,LTB4R2
hsa04020,Calcium signaling pathway - Homo sapiens (human),5724,PTAFR
hsa04020,Calcium signaling pathway - Homo sapiens (human),5731,PTGER1
hsa04020,Calcium signaling pathway - Homo sapiens (human),5733,PTGER3
hsa04020,Calcium signaling pathway - Homo sapiens (human),5737,PTGFR
hsa04020,Calcium signaling pathway - Homo sapiens (human),623,BDKRB1
hsa04020,Calcium signaling pathway - Homo sapiens (human),624,BDKRB2
hsa04020,Calcium signaling pathway - Homo sapiens (human),6869,TACR1
hsa04020,Calcium signaling pathway - Homo sapiens (human),6865,TACR2
hsa04020,Calcium signaling pathway - Homo sapiens (human),6870,TACR3
hsa04020,Calcium signaling pathway - Homo sapiens (human),6915,TBXA2R
hsa04020,Calcium signaling pathway - Homo sapiens (human),7201,TRHR
hsa04020,Calcium signaling pathway - Homo sapiens (human),886,CCKAR
hsa04020,Calcium signaling pathway - Homo sapiens (human),887,CCKBR
hsa04020,Calcium signaling pathway - Homo sapiens (human),7852,CXCR4
hsa04020,Calcium signaling pathway - Homo sapiens (human),1956,EGFR
hsa04020,Calcium signaling pathway - Homo sapiens (human),2064,ERBB2
hsa04020,Calcium signaling pathway - Homo sapiens (human),2065,ERBB3
hsa04020,Calcium signaling pathway - Homo sapiens (human),2066,ERBB4
hsa04020,Calcium signaling pathway - Homo sapiens (human),5156,PDGFRA
hsa04020,Calcium signaling pathway - Homo sapiens (human),5159,PDGFRB
hsa04020,Calcium signaling pathway - Homo sapiens (human),2776,GNAQ
hsa04020,Calcium signaling pathway - Homo sapiens (human),2767,GNA11
hsa04020,Calcium signaling pathway - Homo sapiens (human),9630,GNA14
hsa04020,Calcium signaling pathway - Homo sapiens (human),2769,GNA15
hsa04020,Calcium signaling pathway - Homo sapiens (human),5333,PLCD1
hsa04020,Calcium signaling pathway - Homo sapiens (human),113026,PLCD3
hsa04020,Calcium signaling pathway - Homo sapiens (human),84812,PLCD4
hsa04020,Calcium signaling pathway - Homo sapiens (human),23236,PLCB1
hsa04020,Calcium signaling pathway - Homo sapiens (human),5330,PLCB2
hsa04020,Calcium signaling pathway - Homo sapiens (human),5331,PLCB3
hsa04020,Calcium signaling pathway - Homo sapiens (human),5332,PLCB4
hsa04020,Calcium signaling pathway - Homo sapiens (human),5335,PLCG1
hsa04020,Calcium signaling pathway - Homo sapiens (human),5336,PLCG2
hsa04020,Calcium signaling pathway - Homo sapiens (human),51196,PLCE1
hsa04020,Calcium signaling pathway - Homo sapiens (human),89869,PLCZ1
hsa04020,Calcium signaling pathway - Homo sapiens (human),3708,ITPR1
hsa04020,Calcium signaling pathway - Homo sapiens (human),3709,ITPR2
hsa04020,Calcium signaling pathway - Homo sapiens (human),3710,ITPR3
hsa04020,Calcium signaling pathway - Homo sapiens (human),952,CD38
hsa04020,Calcium signaling pathway - Homo sapiens (human),8877,SPHK1
hsa04020,Calcium signaling pathway - Homo sapiens (human),56848,SPHK2
hsa04020,Calcium signaling pathway - Homo sapiens (human),90550,MCU
hsa04020,Calcium signaling pathway - Homo sapiens (human),7416,VDAC1
hsa04020,Calcium signaling pathway - Homo sapiens (human),7417,VDAC2
hsa04020,Calcium signaling pathway - Homo sapiens (human),7419,VDAC3
hsa04020,Calcium signaling pathway - Homo sapiens (human),291,SLC25A4
hsa04020,Calcium signaling pathway - Homo sapiens (human),292,SLC25A5
hsa04020,Calcium signaling pathway - Homo sapiens (human),293,SLC25A6
hsa04020,Calcium signaling pathway - Homo sapiens (human),83447,SLC25A31
hsa04020,Calcium signaling pathway - Homo sapiens (human),10105,PPIF
hsa04020,Calcium signaling pathway - Homo sapiens (human),7134,TNNC1
hsa04020,Calcium signaling pathway - Homo sapiens (human),7125,TNNC2
hsa04020,Calcium signaling pathway - Homo sapiens (human),810,CALML3
hsa04020,Calcium signaling pathway - Homo sapiens (human),805,CALM2
hsa04020,Calcium signaling pathway - Homo sapiens (human),808,CALM3
hsa04020,Calcium signaling pathway - Homo sapiens (human),801,CALM1
hsa04020,Calcium signaling pathway - Homo sapiens (human),163688,CALML6
hsa04020,Calcium signaling pathway - Homo sapiens (human),51806,CALML5
hsa04020,Calcium signaling pathway - Homo sapiens (human),91860,CALML4
hsa04020,Calcium signaling pathway - Homo sapiens (human),5260,PHKG1
hsa04020,Calcium signaling pathway - Homo sapiens (human),5261,PHKG2
hsa04020,Calcium signaling pathway - Homo sapiens (human),5257,PHKB
hsa04020,Calcium signaling pathway - Homo sapiens (human),5256,PHKA2
hsa04020,Calcium signaling pathway - Homo sapiens (human),5255,PHKA1
hsa04020,Calcium signaling pathway - Homo sapiens (human),4638,MYLK
hsa04020,Calcium signaling pathway - Homo sapiens (human),85366,MYLK2
hsa04020,Calcium signaling pathway - Homo sapiens (human),91807,MYLK3
hsa04020,Calcium signaling pathway - Homo sapiens (human),340156,MYLK4
hsa04020,Calcium signaling pathway - Homo sapiens (human),815,CAMK2A
hsa04020,Calcium signaling pathway - Homo sapiens (human),817,CAMK2D
hsa04020,Calcium signaling pathway - Homo sapiens (human),816,CAMK2B
hsa04020,Calcium signaling pathway - Homo sapiens (human),818,CAMK2G
hsa04020,Calcium signaling pathway - Homo sapiens (human),814,CAMK4
hsa04020,Calcium signaling pathway - Homo sapiens (human),5530,PPP3CA
hsa04020,Calcium signaling pathway - Homo sapiens (human),5532,PPP3CB
hsa04020,Calcium signaling pathway - Homo sapiens (human),5533,PPP3CC
hsa04020,Calcium signaling pathway - Homo sapiens (human),5534,PPP3R1
hsa04020,Calcium signaling pathway - Homo sapiens (human),5535,PPP3R2
hsa04020,Calcium signaling pathway - Homo sapiens (human),4842,NOS1
hsa04020,Calcium signaling pathway - Homo sapiens (human),4843,NOS2
hsa04020,Calcium signaling pathway - Homo sapiens (human),4846,NOS3
hsa04020,Calcium signaling pathway - Homo sapiens (human),5136,PDE1A
hsa04020,Calcium signaling pathway - Homo sapiens (human),5153,PDE1B
hsa04020,Calcium signaling pathway - Homo sapiens (human),5137,PDE1C
hsa04020,Calcium signaling pathway - Homo sapiens (human),2185,PTK2B
hsa04020,Calcium signaling pathway - Homo sapiens (human),3707,ITPKB
hsa04020,Calcium signaling pathway - Homo sapiens (human),3706,ITPKA
hsa04020,Calcium signaling pathway - Homo sapiens (human),80271,ITPKC
hsa04020,Calcium signaling pathway - Homo sapiens (human),5578,PRKCA
hsa04020,Calcium signaling pathway - Homo sapiens (human),5579,PRKCB
hsa04020,Calcium signaling pathway - Homo sapiens (human),5582,PRKCG
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),185,AGTR1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1909,EDNRA
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1910,EDNRB
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),148,ADRA1A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),147,ADRA1B
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),146,ADRA1D
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),150,ADRA2A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),151,ADRA2B
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),152,ADRA2C
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2776,GNAQ
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2767,GNA11
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2768,GNA12
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10672,GNA13
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),7225,TRPC6
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5530,PPP3CA
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5532,PPP3CB
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5533,PPP3CC
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5534,PPP3R1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5535,PPP3R2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4205,MEF2A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4207,BORCS8-MEF2B
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),100271849,MEF2B
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4208,MEF2C
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4209,MEF2D
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4772,NFATC1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4773,NFATC2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4775,NFATC3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4776,NFATC4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),6722,SRF
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2626,GATA4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4879,NPPB
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4881,NPR1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4882,NPR2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5592,PRKG1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5593,PRKG2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),775,CACNA1C
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),776,CACNA1D
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),778,CACNA1F
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),779,CACNA1S
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3778,KCNMA1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),157855,KCNU1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3779,KCNMB1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10242,KCNMB2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),27094,KCNMB3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),27345,KCNMB4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),6546,SLC8A1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),6543,SLC8A2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),6547,SLC8A3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),476,ATP1A1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),477,ATP1A2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),478,ATP1A3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),480,ATP1A4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),23439,ATP1B4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),481,ATP1B1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),482,ATP1B2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),483,ATP1B3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),486,FXYD2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),490,ATP2B1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),492,ATP2B3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),493,ATP2B4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),491,ATP2B2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5997,RGS2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),9569,GTF2IRD1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2969,GTF2I
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),23236,PLCB1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5330,PLCB2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5331,PLCB3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5332,PLCB4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3708,ITPR1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3709,ITPR2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3710,ITPR3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10335,MRVI1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5350,PLN
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),487,ATP2A1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),489,ATP2A3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),488,ATP2A2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),387,RHOA
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),6093,ROCK1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),9475,ROCK2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4659,PPP1R12A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5499,PPP1CA
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5500,PPP1CB
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5501,PPP1CC
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),810,CALML3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),805,CALM2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),808,CALM3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),801,CALM1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),163688,CALML6
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),51806,CALML5
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),91860,CALML4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4638,MYLK
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),85366,MYLK2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),91807,MYLK3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),340156,MYLK4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10398,MYL9
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1259,CNGA1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1258,CNGB1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),107,ADCY1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),108,ADCY2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),109,ADCY3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),196883,ADCY4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),111,ADCY5
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),112,ADCY6
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),113,ADCY7
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),114,ADCY8
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),115,ADCY9
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5138,PDE2A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5139,PDE3A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5140,PDE3B
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),8654,PDE5A
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2977,GUCY1A2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2982,GUCY1A1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2983,GUCY1B1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),624,BDKRB2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4985,OPRD1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),134,ADORA1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),140,ADORA3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2770,GNAI1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2773,GNAI3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),2771,GNAI2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3630,INS
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3643,INSR
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3667,IRS1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),8660,IRS2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),8471,IRS4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5294,PIK3CG
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),23533,PIK3R5
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),146850,PIK3R6
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),207,AKT1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),208,AKT2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10000,AKT3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4846,NOS3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),153,ADRB1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),154,ADRB2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),155,ADRB3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5581,PRKCE
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),3764,KCNJ8
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),7416,VDAC1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),7417,VDAC2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),7419,VDAC3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),291,SLC25A4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),292,SLC25A5
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),293,SLC25A6
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),83447,SLC25A31
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10105,PPIF
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1385,CREB1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1386,ATF2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),468,ATF4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),10488,CREB3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),90993,CREB3L1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),64764,CREB3L2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),84699,CREB3L3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),148327,CREB3L4
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),9586,CREB5
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),1388,ATF6B
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),572,BAD
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),7408,VASP
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5894,RAF1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5604,MAP2K1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5605,MAP2K2
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5594,MAPK1
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),5595,MAPK3
hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human),4625,MYH7
hsa04024,cAMP signaling pathway - Homo sapiens (human),2488,FSHB
hsa04024,cAMP signaling pathway - Homo sapiens (human),153,ADRB1
hsa04024,cAMP signaling pathway - Homo sapiens (human),1812,DRD1
hsa04024,cAMP signaling pathway - Homo sapiens (human),1816,DRD5
hsa04024,cAMP signaling pathway - Homo sapiens (human),135,ADORA2A
hsa04024,cAMP signaling pathway - Homo sapiens (human),3360,HTR4
hsa04024,cAMP signaling pathway - Homo sapiens (human),3362,HTR6
hsa04024,cAMP signaling pathway - Homo sapiens (human),5732,PTGER2
hsa04024,cAMP signaling pathway - Homo sapiens (human),117,ADCYAP1R1
hsa04024,cAMP signaling pathway - Homo sapiens (human),7434,VIPR2
hsa04024,cAMP signaling pathway - Homo sapiens (human),7253,TSHR
hsa04024,cAMP signaling pathway - Homo sapiens (human),4158,MC2R
hsa04024,cAMP signaling pathway - Homo sapiens (human),2740,GLP1R
hsa04024,cAMP signaling pathway - Homo sapiens (human),2696,GIPR
hsa04024,cAMP signaling pathway - Homo sapiens (human),139760,GPR119
hsa04024,cAMP signaling pathway - Homo sapiens (human),2492,FSHR
hsa04024,cAMP signaling pathway - Homo sapiens (human),4881,NPR1
hsa04024,cAMP signaling pathway - Homo sapiens (human),2778,GNAS
hsa04024,cAMP signaling pathway - Homo sapiens (human),4852,NPY
hsa04024,cAMP signaling pathway - Homo sapiens (human),51738,GHRL
hsa04024,cAMP signaling pathway - Homo sapiens (human),154,ADRB2
hsa04024,cAMP signaling pathway - Homo sapiens (human),3350,HTR1A
hsa04024,cAMP signaling pathway - Homo sapiens (human),3351,HTR1B
hsa04024,cAMP signaling pathway - Homo sapiens (human),3352,HTR1D
hsa04024,cAMP signaling pathway - Homo sapiens (human),3354,HTR1E
hsa04024,cAMP signaling pathway - Homo sapiens (human),3355,HTR1F
hsa04024,cAMP signaling pathway - Homo sapiens (human),1128,CHRM1
hsa04024,cAMP signaling pathway - Homo sapiens (human),1129,CHRM2
hsa04024,cAMP signaling pathway - Homo sapiens (human),1813,DRD2
hsa04024,cAMP signaling pathway - Homo sapiens (human),2550,GABBR1
hsa04024,cAMP signaling pathway - Homo sapiens (human),9568,GABBR2
hsa04024,cAMP signaling pathway - Homo sapiens (human),134,ADORA1
hsa04024,cAMP signaling pathway - Homo sapiens (human),1909,EDNRA
hsa04024,cAMP signaling pathway - Homo sapiens (human),4886,NPY1R
hsa04024,cAMP signaling pathway - Homo sapiens (human),6751,SSTR1
hsa04024,cAMP signaling pathway - Homo sapiens (human),6752,SSTR2
hsa04024,cAMP signaling pathway - Homo sapiens (human),6755,SSTR5
hsa04024,cAMP signaling pathway - Homo sapiens (human),27198,HCAR1
hsa04024,cAMP signaling pathway - Homo sapiens (human),338442,HCAR2
hsa04024,cAMP signaling pathway - Homo sapiens (human),8843,HCAR3
hsa04024,cAMP signaling pathway - Homo sapiens (human),2867,FFAR2
hsa04024,cAMP signaling pathway - Homo sapiens (human),56670,SUCNR1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5733,PTGER3
hsa04024,cAMP signaling pathway - Homo sapiens (human),5021,OXTR
hsa04024,cAMP signaling pathway - Homo sapiens (human),2693,GHSR
hsa04024,cAMP signaling pathway - Homo sapiens (human),2770,GNAI1
hsa04024,cAMP signaling pathway - Homo sapiens (human),2773,GNAI3
hsa04024,cAMP signaling pathway - Homo sapiens (human),2771,GNAI2
hsa04024,cAMP signaling pathway - Homo sapiens (human),107,ADCY1
hsa04024,cAMP signaling pathway - Homo sapiens (human),108,ADCY2
hsa04024,cAMP signaling pathway - Homo sapiens (human),109,ADCY3
hsa04024,cAMP signaling pathway - Homo sapiens (human),196883,ADCY4
hsa04024,cAMP signaling pathway - Homo sapiens (human),111,ADCY5
hsa04024,cAMP signaling pathway - Homo sapiens (human),112,ADCY6
hsa04024,cAMP signaling pathway - Homo sapiens (human),113,ADCY7
hsa04024,cAMP signaling pathway - Homo sapiens (human),114,ADCY8
hsa04024,cAMP signaling pathway - Homo sapiens (human),115,ADCY9
hsa04024,cAMP signaling pathway - Homo sapiens (human),55811,ADCY10
hsa04024,cAMP signaling pathway - Homo sapiens (human),610,HCN2
hsa04024,cAMP signaling pathway - Homo sapiens (human),10021,HCN4
